Datekey_Opening,Date,Year,MonthNo,MonthName,Quarter,YearMonth,WeekdayNo,WeekdayName,FinancialMonth,FinancialQuarter
20120619,19-06-2012,2012,6,June,Q2,Jun-2012,2,Tuesday,FM-3,FQ-1
20120620,20-06-2012,2012,6,June,Q2,Jun-2012,3,Wednesday,FM-3,FQ-1
20120621,21-06-2012,2012,6,June,Q2,Jun-2012,4,Thursday,FM-3,FQ-1
20120622,22-06-2012,2012,6,June,Q2,Jun-2012,5,Friday,FM-3,FQ-1
20120623,23-06-2012,2012,6,June,Q2,Jun-2012,6,Saturday,FM-3,FQ-1
20120624,24-06-2012,2012,6,June,Q2,Jun-2012,7,Sunday,FM-3,FQ-1
20120625,25-06-2012,2012,6,June,Q2,Jun-2012,1,Monday,FM-3,FQ-1
20120626,26-06-2012,2012,6,June,Q2,Jun-2012,2,Tuesday,FM-3,FQ-1
20120627,27-06-2012,2012,6,June,Q2,Jun-2012,3,Wednesday,FM-3,FQ-1
20120628,28-06-2012,2012,6,June,Q2,Jun-2012,4,Thursday,FM-3,FQ-1
20120629,29-06-2012,2012,6,June,Q2,Jun-2012,5,Friday,FM-3,FQ-1
20120630,30-06-2012,2012,6,June,Q2,Jun-2012,6,Saturday,FM-3,FQ-1
20120701,01-07-2012,2012,7,July,Q3,Jul-2012,7,Sunday,FM-4,FQ-2
20120702,02-07-2012,2012,7,July,Q3,Jul-2012,1,Monday,FM-4,FQ-2
20120703,03-07-2012,2012,7,July,Q3,Jul-2012,2,Tuesday,FM-4,FQ-2
20120704,04-07-2012,2012,7,July,Q3,Jul-2012,3,Wednesday,FM-4,FQ-2
20120705,05-07-2012,2012,7,July,Q3,Jul-2012,4,Thursday,FM-4,FQ-2
20120706,06-07-2012,2012,7,July,Q3,Jul-2012,5,Friday,FM-4,FQ-2
20120707,07-07-2012,2012,7,July,Q3,Jul-2012,6,Saturday,FM-4,FQ-2
20120708,08-07-2012,2012,7,July,Q3,Jul-2012,7,Sunday,FM-4,FQ-2
20120709,09-07-2012,2012,7,July,Q3,Jul-2012,1,Monday,FM-4,FQ-2
20120710,10-07-2012,2012,7,July,Q3,Jul-2012,2,Tuesday,FM-4,FQ-2
20120711,11-07-2012,2012,7,July,Q3,Jul-2012,3,Wednesday,FM-4,FQ-2
20120712,12-07-2012,2012,7,July,Q3,Jul-2012,4,Thursday,FM-4,FQ-2
20120713,13-07-2012,2012,7,July,Q3,Jul-2012,5,Friday,FM-4,FQ-2
20120714,14-07-2012,2012,7,July,Q3,Jul-2012,6,Saturday,FM-4,FQ-2
20120715,15-07-2012,2012,7,July,Q3,Jul-2012,7,Sunday,FM-4,FQ-2
20120716,16-07-2012,2012,7,July,Q3,Jul-2012,1,Monday,FM-4,FQ-2
20120717,17-07-2012,2012,7,July,Q3,Jul-2012,2,Tuesday,FM-4,FQ-2
20120718,18-07-2012,2012,7,July,Q3,Jul-2012,3,Wednesday,FM-4,FQ-2
20120719,19-07-2012,2012,7,July,Q3,Jul-2012,4,Thursday,FM-4,FQ-2
20120720,20-07-2012,2012,7,July,Q3,Jul-2012,5,Friday,FM-4,FQ-2
20120721,21-07-2012,2012,7,July,Q3,Jul-2012,6,Saturday,FM-4,FQ-2
20120722,22-07-2012,2012,7,July,Q3,Jul-2012,7,Sunday,FM-4,FQ-2
20120723,23-07-2012,2012,7,July,Q3,Jul-2012,1,Monday,FM-4,FQ-2
20120724,24-07-2012,2012,7,July,Q3,Jul-2012,2,Tuesday,FM-4,FQ-2
20120725,25-07-2012,2012,7,July,Q3,Jul-2012,3,Wednesday,FM-4,FQ-2
20120726,26-07-2012,2012,7,July,Q3,Jul-2012,4,Thursday,FM-4,FQ-2
20120727,27-07-2012,2012,7,July,Q3,Jul-2012,5,Friday,FM-4,FQ-2
20120728,28-07-2012,2012,7,July,Q3,Jul-2012,6,Saturday,FM-4,FQ-2
20120729,29-07-2012,2012,7,July,Q3,Jul-2012,7,Sunday,FM-4,FQ-2
20120730,30-07-2012,2012,7,July,Q3,Jul-2012,1,Monday,FM-4,FQ-2
20120731,31-07-2012,2012,7,July,Q3,Jul-2012,2,Tuesday,FM-4,FQ-2
20120801,01-08-2012,2012,8,August,Q3,Aug-2012,3,Wednesday,FM-5,FQ-2
20120802,02-08-2012,2012,8,August,Q3,Aug-2012,4,Thursday,FM-5,FQ-2
20120803,03-08-2012,2012,8,August,Q3,Aug-2012,5,Friday,FM-5,FQ-2
20120804,04-08-2012,2012,8,August,Q3,Aug-2012,6,Saturday,FM-5,FQ-2
20120805,05-08-2012,2012,8,August,Q3,Aug-2012,7,Sunday,FM-5,FQ-2
20120806,06-08-2012,2012,8,August,Q3,Aug-2012,1,Monday,FM-5,FQ-2
20120807,07-08-2012,2012,8,August,Q3,Aug-2012,2,Tuesday,FM-5,FQ-2
20120808,08-08-2012,2012,8,August,Q3,Aug-2012,3,Wednesday,FM-5,FQ-2
20120809,09-08-2012,2012,8,August,Q3,Aug-2012,4,Thursday,FM-5,FQ-2
20120810,10-08-2012,2012,8,August,Q3,Aug-2012,5,Friday,FM-5,FQ-2
20120811,11-08-2012,2012,8,August,Q3,Aug-2012,6,Saturday,FM-5,FQ-2
20120812,12-08-2012,2012,8,August,Q3,Aug-2012,7,Sunday,FM-5,FQ-2
20120813,13-08-2012,2012,8,August,Q3,Aug-2012,1,Monday,FM-5,FQ-2
20120814,14-08-2012,2012,8,August,Q3,Aug-2012,2,Tuesday,FM-5,FQ-2
20120815,15-08-2012,2012,8,August,Q3,Aug-2012,3,Wednesday,FM-5,FQ-2
20120816,16-08-2012,2012,8,August,Q3,Aug-2012,4,Thursday,FM-5,FQ-2
20120817,17-08-2012,2012,8,August,Q3,Aug-2012,5,Friday,FM-5,FQ-2
20120818,18-08-2012,2012,8,August,Q3,Aug-2012,6,Saturday,FM-5,FQ-2
20120819,19-08-2012,2012,8,August,Q3,Aug-2012,7,Sunday,FM-5,FQ-2
20120820,20-08-2012,2012,8,August,Q3,Aug-2012,1,Monday,FM-5,FQ-2
20120821,21-08-2012,2012,8,August,Q3,Aug-2012,2,Tuesday,FM-5,FQ-2
20120822,22-08-2012,2012,8,August,Q3,Aug-2012,3,Wednesday,FM-5,FQ-2
20120823,23-08-2012,2012,8,August,Q3,Aug-2012,4,Thursday,FM-5,FQ-2
20120824,24-08-2012,2012,8,August,Q3,Aug-2012,5,Friday,FM-5,FQ-2
20120825,25-08-2012,2012,8,August,Q3,Aug-2012,6,Saturday,FM-5,FQ-2
20120826,26-08-2012,2012,8,August,Q3,Aug-2012,7,Sunday,FM-5,FQ-2
20120827,27-08-2012,2012,8,August,Q3,Aug-2012,1,Monday,FM-5,FQ-2
20120828,28-08-2012,2012,8,August,Q3,Aug-2012,2,Tuesday,FM-5,FQ-2
20120829,29-08-2012,2012,8,August,Q3,Aug-2012,3,Wednesday,FM-5,FQ-2
20120830,30-08-2012,2012,8,August,Q3,Aug-2012,4,Thursday,FM-5,FQ-2
20120831,31-08-2012,2012,8,August,Q3,Aug-2012,5,Friday,FM-5,FQ-2
20120901,01-09-2012,2012,9,September,Q3,Sep-2012,6,Saturday,FM-6,FQ-2
20120902,02-09-2012,2012,9,September,Q3,Sep-2012,7,Sunday,FM-6,FQ-2
20120903,03-09-2012,2012,9,September,Q3,Sep-2012,1,Monday,FM-6,FQ-2
20120904,04-09-2012,2012,9,September,Q3,Sep-2012,2,Tuesday,FM-6,FQ-2
20120905,05-09-2012,2012,9,September,Q3,Sep-2012,3,Wednesday,FM-6,FQ-2
20120906,06-09-2012,2012,9,September,Q3,Sep-2012,4,Thursday,FM-6,FQ-2
20120907,07-09-2012,2012,9,September,Q3,Sep-2012,5,Friday,FM-6,FQ-2
20120908,08-09-2012,2012,9,September,Q3,Sep-2012,6,Saturday,FM-6,FQ-2
20120909,09-09-2012,2012,9,September,Q3,Sep-2012,7,Sunday,FM-6,FQ-2
20120910,10-09-2012,2012,9,September,Q3,Sep-2012,1,Monday,FM-6,FQ-2
20120911,11-09-2012,2012,9,September,Q3,Sep-2012,2,Tuesday,FM-6,FQ-2
20120912,12-09-2012,2012,9,September,Q3,Sep-2012,3,Wednesday,FM-6,FQ-2
20120913,13-09-2012,2012,9,September,Q3,Sep-2012,4,Thursday,FM-6,FQ-2
20120914,14-09-2012,2012,9,September,Q3,Sep-2012,5,Friday,FM-6,FQ-2
20120915,15-09-2012,2012,9,September,Q3,Sep-2012,6,Saturday,FM-6,FQ-2
20120916,16-09-2012,2012,9,September,Q3,Sep-2012,7,Sunday,FM-6,FQ-2
20120917,17-09-2012,2012,9,September,Q3,Sep-2012,1,Monday,FM-6,FQ-2
20120918,18-09-2012,2012,9,September,Q3,Sep-2012,2,Tuesday,FM-6,FQ-2
20120919,19-09-2012,2012,9,September,Q3,Sep-2012,3,Wednesday,FM-6,FQ-2
20120920,20-09-2012,2012,9,September,Q3,Sep-2012,4,Thursday,FM-6,FQ-2
20120921,21-09-2012,2012,9,September,Q3,Sep-2012,5,Friday,FM-6,FQ-2
20120922,22-09-2012,2012,9,September,Q3,Sep-2012,6,Saturday,FM-6,FQ-2
20120923,23-09-2012,2012,9,September,Q3,Sep-2012,7,Sunday,FM-6,FQ-2
20120924,24-09-2012,2012,9,September,Q3,Sep-2012,1,Monday,FM-6,FQ-2
20120925,25-09-2012,2012,9,September,Q3,Sep-2012,2,Tuesday,FM-6,FQ-2
20120926,26-09-2012,2012,9,September,Q3,Sep-2012,3,Wednesday,FM-6,FQ-2
20120927,27-09-2012,2012,9,September,Q3,Sep-2012,4,Thursday,FM-6,FQ-2
20120928,28-09-2012,2012,9,September,Q3,Sep-2012,5,Friday,FM-6,FQ-2
20120929,29-09-2012,2012,9,September,Q3,Sep-2012,6,Saturday,FM-6,FQ-2
20120930,30-09-2012,2012,9,September,Q3,Sep-2012,7,Sunday,FM-6,FQ-2
20121001,01-10-2012,2012,10,October,Q4,Oct-2012,1,Monday,FM-7,FQ-3
20121002,02-10-2012,2012,10,October,Q4,Oct-2012,2,Tuesday,FM-7,FQ-3
20121003,03-10-2012,2012,10,October,Q4,Oct-2012,3,Wednesday,FM-7,FQ-3
20121004,04-10-2012,2012,10,October,Q4,Oct-2012,4,Thursday,FM-7,FQ-3
20121005,05-10-2012,2012,10,October,Q4,Oct-2012,5,Friday,FM-7,FQ-3
20121006,06-10-2012,2012,10,October,Q4,Oct-2012,6,Saturday,FM-7,FQ-3
20121007,07-10-2012,2012,10,October,Q4,Oct-2012,7,Sunday,FM-7,FQ-3
20121008,08-10-2012,2012,10,October,Q4,Oct-2012,1,Monday,FM-7,FQ-3
20121009,09-10-2012,2012,10,October,Q4,Oct-2012,2,Tuesday,FM-7,FQ-3
20121010,10-10-2012,2012,10,October,Q4,Oct-2012,3,Wednesday,FM-7,FQ-3
20121011,11-10-2012,2012,10,October,Q4,Oct-2012,4,Thursday,FM-7,FQ-3
20121012,12-10-2012,2012,10,October,Q4,Oct-2012,5,Friday,FM-7,FQ-3
20121013,13-10-2012,2012,10,October,Q4,Oct-2012,6,Saturday,FM-7,FQ-3
20121014,14-10-2012,2012,10,October,Q4,Oct-2012,7,Sunday,FM-7,FQ-3
20121015,15-10-2012,2012,10,October,Q4,Oct-2012,1,Monday,FM-7,FQ-3
20121016,16-10-2012,2012,10,October,Q4,Oct-2012,2,Tuesday,FM-7,FQ-3
20121017,17-10-2012,2012,10,October,Q4,Oct-2012,3,Wednesday,FM-7,FQ-3
20121018,18-10-2012,2012,10,October,Q4,Oct-2012,4,Thursday,FM-7,FQ-3
20121019,19-10-2012,2012,10,October,Q4,Oct-2012,5,Friday,FM-7,FQ-3
20121020,20-10-2012,2012,10,October,Q4,Oct-2012,6,Saturday,FM-7,FQ-3
20121021,21-10-2012,2012,10,October,Q4,Oct-2012,7,Sunday,FM-7,FQ-3
20121022,22-10-2012,2012,10,October,Q4,Oct-2012,1,Monday,FM-7,FQ-3
20121023,23-10-2012,2012,10,October,Q4,Oct-2012,2,Tuesday,FM-7,FQ-3
20121024,24-10-2012,2012,10,October,Q4,Oct-2012,3,Wednesday,FM-7,FQ-3
20121025,25-10-2012,2012,10,October,Q4,Oct-2012,4,Thursday,FM-7,FQ-3
20121026,26-10-2012,2012,10,October,Q4,Oct-2012,5,Friday,FM-7,FQ-3
20121027,27-10-2012,2012,10,October,Q4,Oct-2012,6,Saturday,FM-7,FQ-3
20121028,28-10-2012,2012,10,October,Q4,Oct-2012,7,Sunday,FM-7,FQ-3
20121029,29-10-2012,2012,10,October,Q4,Oct-2012,1,Monday,FM-7,FQ-3
20121030,30-10-2012,2012,10,October,Q4,Oct-2012,2,Tuesday,FM-7,FQ-3
20121031,31-10-2012,2012,10,October,Q4,Oct-2012,3,Wednesday,FM-7,FQ-3
20121101,01-11-2012,2012,11,November,Q4,Nov-2012,4,Thursday,FM-8,FQ-3
20121102,02-11-2012,2012,11,November,Q4,Nov-2012,5,Friday,FM-8,FQ-3
20121103,03-11-2012,2012,11,November,Q4,Nov-2012,6,Saturday,FM-8,FQ-3
20121104,04-11-2012,2012,11,November,Q4,Nov-2012,7,Sunday,FM-8,FQ-3
20121105,05-11-2012,2012,11,November,Q4,Nov-2012,1,Monday,FM-8,FQ-3
20121106,06-11-2012,2012,11,November,Q4,Nov-2012,2,Tuesday,FM-8,FQ-3
20121107,07-11-2012,2012,11,November,Q4,Nov-2012,3,Wednesday,FM-8,FQ-3
20121108,08-11-2012,2012,11,November,Q4,Nov-2012,4,Thursday,FM-8,FQ-3
20121109,09-11-2012,2012,11,November,Q4,Nov-2012,5,Friday,FM-8,FQ-3
20121110,10-11-2012,2012,11,November,Q4,Nov-2012,6,Saturday,FM-8,FQ-3
20121111,11-11-2012,2012,11,November,Q4,Nov-2012,7,Sunday,FM-8,FQ-3
20121112,12-11-2012,2012,11,November,Q4,Nov-2012,1,Monday,FM-8,FQ-3
20121113,13-11-2012,2012,11,November,Q4,Nov-2012,2,Tuesday,FM-8,FQ-3
20121114,14-11-2012,2012,11,November,Q4,Nov-2012,3,Wednesday,FM-8,FQ-3
20121115,15-11-2012,2012,11,November,Q4,Nov-2012,4,Thursday,FM-8,FQ-3
20121116,16-11-2012,2012,11,November,Q4,Nov-2012,5,Friday,FM-8,FQ-3
20121117,17-11-2012,2012,11,November,Q4,Nov-2012,6,Saturday,FM-8,FQ-3
20121118,18-11-2012,2012,11,November,Q4,Nov-2012,7,Sunday,FM-8,FQ-3
20121119,19-11-2012,2012,11,November,Q4,Nov-2012,1,Monday,FM-8,FQ-3
20121120,20-11-2012,2012,11,November,Q4,Nov-2012,2,Tuesday,FM-8,FQ-3
20121121,21-11-2012,2012,11,November,Q4,Nov-2012,3,Wednesday,FM-8,FQ-3
20121122,22-11-2012,2012,11,November,Q4,Nov-2012,4,Thursday,FM-8,FQ-3
20121123,23-11-2012,2012,11,November,Q4,Nov-2012,5,Friday,FM-8,FQ-3
20121124,24-11-2012,2012,11,November,Q4,Nov-2012,6,Saturday,FM-8,FQ-3
20121125,25-11-2012,2012,11,November,Q4,Nov-2012,7,Sunday,FM-8,FQ-3
20121126,26-11-2012,2012,11,November,Q4,Nov-2012,1,Monday,FM-8,FQ-3
20121127,27-11-2012,2012,11,November,Q4,Nov-2012,2,Tuesday,FM-8,FQ-3
20121128,28-11-2012,2012,11,November,Q4,Nov-2012,3,Wednesday,FM-8,FQ-3
20121129,29-11-2012,2012,11,November,Q4,Nov-2012,4,Thursday,FM-8,FQ-3
20121130,30-11-2012,2012,11,November,Q4,Nov-2012,5,Friday,FM-8,FQ-3
20121201,01-12-2012,2012,12,December,Q4,Dec-2012,6,Saturday,FM-9,FQ-3
20121202,02-12-2012,2012,12,December,Q4,Dec-2012,7,Sunday,FM-9,FQ-3
20121203,03-12-2012,2012,12,December,Q4,Dec-2012,1,Monday,FM-9,FQ-3
20121204,04-12-2012,2012,12,December,Q4,Dec-2012,2,Tuesday,FM-9,FQ-3
20121205,05-12-2012,2012,12,December,Q4,Dec-2012,3,Wednesday,FM-9,FQ-3
20121206,06-12-2012,2012,12,December,Q4,Dec-2012,4,Thursday,FM-9,FQ-3
20121207,07-12-2012,2012,12,December,Q4,Dec-2012,5,Friday,FM-9,FQ-3
20121208,08-12-2012,2012,12,December,Q4,Dec-2012,6,Saturday,FM-9,FQ-3
20121209,09-12-2012,2012,12,December,Q4,Dec-2012,7,Sunday,FM-9,FQ-3
20121210,10-12-2012,2012,12,December,Q4,Dec-2012,1,Monday,FM-9,FQ-3
20121211,11-12-2012,2012,12,December,Q4,Dec-2012,2,Tuesday,FM-9,FQ-3
20121212,12-12-2012,2012,12,December,Q4,Dec-2012,3,Wednesday,FM-9,FQ-3
20121213,13-12-2012,2012,12,December,Q4,Dec-2012,4,Thursday,FM-9,FQ-3
20121214,14-12-2012,2012,12,December,Q4,Dec-2012,5,Friday,FM-9,FQ-3
20121215,15-12-2012,2012,12,December,Q4,Dec-2012,6,Saturday,FM-9,FQ-3
20121216,16-12-2012,2012,12,December,Q4,Dec-2012,7,Sunday,FM-9,FQ-3
20121217,17-12-2012,2012,12,December,Q4,Dec-2012,1,Monday,FM-9,FQ-3
20121218,18-12-2012,2012,12,December,Q4,Dec-2012,2,Tuesday,FM-9,FQ-3
20121219,19-12-2012,2012,12,December,Q4,Dec-2012,3,Wednesday,FM-9,FQ-3
20121220,20-12-2012,2012,12,December,Q4,Dec-2012,4,Thursday,FM-9,FQ-3
20121221,21-12-2012,2012,12,December,Q4,Dec-2012,5,Friday,FM-9,FQ-3
20121222,22-12-2012,2012,12,December,Q4,Dec-2012,6,Saturday,FM-9,FQ-3
20121223,23-12-2012,2012,12,December,Q4,Dec-2012,7,Sunday,FM-9,FQ-3
20121224,24-12-2012,2012,12,December,Q4,Dec-2012,1,Monday,FM-9,FQ-3
20121225,25-12-2012,2012,12,December,Q4,Dec-2012,2,Tuesday,FM-9,FQ-3
20121226,26-12-2012,2012,12,December,Q4,Dec-2012,3,Wednesday,FM-9,FQ-3
20121227,27-12-2012,2012,12,December,Q4,Dec-2012,4,Thursday,FM-9,FQ-3
20121228,28-12-2012,2012,12,December,Q4,Dec-2012,5,Friday,FM-9,FQ-3
20121229,29-12-2012,2012,12,December,Q4,Dec-2012,6,Saturday,FM-9,FQ-3
20121230,30-12-2012,2012,12,December,Q4,Dec-2012,7,Sunday,FM-9,FQ-3
20121231,31-12-2012,2012,12,December,Q4,Dec-2012,1,Monday,FM-9,FQ-3
20130101,01-01-2013,2013,1,January,Q1,Jan-2013,2,Tuesday,FM-10,FQ-4
20130102,02-01-2013,2013,1,January,Q1,Jan-2013,3,Wednesday,FM-10,FQ-4
20130103,03-01-2013,2013,1,January,Q1,Jan-2013,4,Thursday,FM-10,FQ-4
20130104,04-01-2013,2013,1,January,Q1,Jan-2013,5,Friday,FM-10,FQ-4
20130105,05-01-2013,2013,1,January,Q1,Jan-2013,6,Saturday,FM-10,FQ-4
20130106,06-01-2013,2013,1,January,Q1,Jan-2013,7,Sunday,FM-10,FQ-4
20130107,07-01-2013,2013,1,January,Q1,Jan-2013,1,Monday,FM-10,FQ-4
20130108,08-01-2013,2013,1,January,Q1,Jan-2013,2,Tuesday,FM-10,FQ-4
20130109,09-01-2013,2013,1,January,Q1,Jan-2013,3,Wednesday,FM-10,FQ-4
20130110,10-01-2013,2013,1,January,Q1,Jan-2013,4,Thursday,FM-10,FQ-4
20130111,11-01-2013,2013,1,January,Q1,Jan-2013,5,Friday,FM-10,FQ-4
20130112,12-01-2013,2013,1,January,Q1,Jan-2013,6,Saturday,FM-10,FQ-4
20130113,13-01-2013,2013,1,January,Q1,Jan-2013,7,Sunday,FM-10,FQ-4
20130114,14-01-2013,2013,1,January,Q1,Jan-2013,1,Monday,FM-10,FQ-4
20130115,15-01-2013,2013,1,January,Q1,Jan-2013,2,Tuesday,FM-10,FQ-4
20130116,16-01-2013,2013,1,January,Q1,Jan-2013,3,Wednesday,FM-10,FQ-4
20130117,17-01-2013,2013,1,January,Q1,Jan-2013,4,Thursday,FM-10,FQ-4
20130118,18-01-2013,2013,1,January,Q1,Jan-2013,5,Friday,FM-10,FQ-4
20130119,19-01-2013,2013,1,January,Q1,Jan-2013,6,Saturday,FM-10,FQ-4
20130120,20-01-2013,2013,1,January,Q1,Jan-2013,7,Sunday,FM-10,FQ-4
20130121,21-01-2013,2013,1,January,Q1,Jan-2013,1,Monday,FM-10,FQ-4
20130122,22-01-2013,2013,1,January,Q1,Jan-2013,2,Tuesday,FM-10,FQ-4
20130123,23-01-2013,2013,1,January,Q1,Jan-2013,3,Wednesday,FM-10,FQ-4
20130124,24-01-2013,2013,1,January,Q1,Jan-2013,4,Thursday,FM-10,FQ-4
20130125,25-01-2013,2013,1,January,Q1,Jan-2013,5,Friday,FM-10,FQ-4
20130126,26-01-2013,2013,1,January,Q1,Jan-2013,6,Saturday,FM-10,FQ-4
20130127,27-01-2013,2013,1,January,Q1,Jan-2013,7,Sunday,FM-10,FQ-4
20130128,28-01-2013,2013,1,January,Q1,Jan-2013,1,Monday,FM-10,FQ-4
20130129,29-01-2013,2013,1,January,Q1,Jan-2013,2,Tuesday,FM-10,FQ-4
20130130,30-01-2013,2013,1,January,Q1,Jan-2013,3,Wednesday,FM-10,FQ-4
20130131,31-01-2013,2013,1,January,Q1,Jan-2013,4,Thursday,FM-10,FQ-4
20130201,01-02-2013,2013,2,February,Q1,Feb-2013,5,Friday,FM-11,FQ-4
20130202,02-02-2013,2013,2,February,Q1,Feb-2013,6,Saturday,FM-11,FQ-4
20130203,03-02-2013,2013,2,February,Q1,Feb-2013,7,Sunday,FM-11,FQ-4
20130204,04-02-2013,2013,2,February,Q1,Feb-2013,1,Monday,FM-11,FQ-4
20130205,05-02-2013,2013,2,February,Q1,Feb-2013,2,Tuesday,FM-11,FQ-4
20130206,06-02-2013,2013,2,February,Q1,Feb-2013,3,Wednesday,FM-11,FQ-4
20130207,07-02-2013,2013,2,February,Q1,Feb-2013,4,Thursday,FM-11,FQ-4
20130208,08-02-2013,2013,2,February,Q1,Feb-2013,5,Friday,FM-11,FQ-4
20130209,09-02-2013,2013,2,February,Q1,Feb-2013,6,Saturday,FM-11,FQ-4
20130210,10-02-2013,2013,2,February,Q1,Feb-2013,7,Sunday,FM-11,FQ-4
20130211,11-02-2013,2013,2,February,Q1,Feb-2013,1,Monday,FM-11,FQ-4
20130212,12-02-2013,2013,2,February,Q1,Feb-2013,2,Tuesday,FM-11,FQ-4
20130213,13-02-2013,2013,2,February,Q1,Feb-2013,3,Wednesday,FM-11,FQ-4
20130214,14-02-2013,2013,2,February,Q1,Feb-2013,4,Thursday,FM-11,FQ-4
20130215,15-02-2013,2013,2,February,Q1,Feb-2013,5,Friday,FM-11,FQ-4
20130216,16-02-2013,2013,2,February,Q1,Feb-2013,6,Saturday,FM-11,FQ-4
20130217,17-02-2013,2013,2,February,Q1,Feb-2013,7,Sunday,FM-11,FQ-4
20130218,18-02-2013,2013,2,February,Q1,Feb-2013,1,Monday,FM-11,FQ-4
20130219,19-02-2013,2013,2,February,Q1,Feb-2013,2,Tuesday,FM-11,FQ-4
20130220,20-02-2013,2013,2,February,Q1,Feb-2013,3,Wednesday,FM-11,FQ-4
20130221,21-02-2013,2013,2,February,Q1,Feb-2013,4,Thursday,FM-11,FQ-4
20130222,22-02-2013,2013,2,February,Q1,Feb-2013,5,Friday,FM-11,FQ-4
20130223,23-02-2013,2013,2,February,Q1,Feb-2013,6,Saturday,FM-11,FQ-4
20130224,24-02-2013,2013,2,February,Q1,Feb-2013,7,Sunday,FM-11,FQ-4
20130225,25-02-2013,2013,2,February,Q1,Feb-2013,1,Monday,FM-11,FQ-4
20130226,26-02-2013,2013,2,February,Q1,Feb-2013,2,Tuesday,FM-11,FQ-4
20130227,27-02-2013,2013,2,February,Q1,Feb-2013,3,Wednesday,FM-11,FQ-4
20130228,28-02-2013,2013,2,February,Q1,Feb-2013,4,Thursday,FM-11,FQ-4
20130301,01-03-2013,2013,3,March,Q1,Mar-2013,5,Friday,FM-12,FQ-4
20130302,02-03-2013,2013,3,March,Q1,Mar-2013,6,Saturday,FM-12,FQ-4
20130303,03-03-2013,2013,3,March,Q1,Mar-2013,7,Sunday,FM-12,FQ-4
20130304,04-03-2013,2013,3,March,Q1,Mar-2013,1,Monday,FM-12,FQ-4
20130305,05-03-2013,2013,3,March,Q1,Mar-2013,2,Tuesday,FM-12,FQ-4
20130306,06-03-2013,2013,3,March,Q1,Mar-2013,3,Wednesday,FM-12,FQ-4
20130307,07-03-2013,2013,3,March,Q1,Mar-2013,4,Thursday,FM-12,FQ-4
20130308,08-03-2013,2013,3,March,Q1,Mar-2013,5,Friday,FM-12,FQ-4
20130309,09-03-2013,2013,3,March,Q1,Mar-2013,6,Saturday,FM-12,FQ-4
20130310,10-03-2013,2013,3,March,Q1,Mar-2013,7,Sunday,FM-12,FQ-4
20130311,11-03-2013,2013,3,March,Q1,Mar-2013,1,Monday,FM-12,FQ-4
20130312,12-03-2013,2013,3,March,Q1,Mar-2013,2,Tuesday,FM-12,FQ-4
20130313,13-03-2013,2013,3,March,Q1,Mar-2013,3,Wednesday,FM-12,FQ-4
20130314,14-03-2013,2013,3,March,Q1,Mar-2013,4,Thursday,FM-12,FQ-4
20130315,15-03-2013,2013,3,March,Q1,Mar-2013,5,Friday,FM-12,FQ-4
20130316,16-03-2013,2013,3,March,Q1,Mar-2013,6,Saturday,FM-12,FQ-4
20130317,17-03-2013,2013,3,March,Q1,Mar-2013,7,Sunday,FM-12,FQ-4
20130318,18-03-2013,2013,3,March,Q1,Mar-2013,1,Monday,FM-12,FQ-4
20130319,19-03-2013,2013,3,March,Q1,Mar-2013,2,Tuesday,FM-12,FQ-4
20130320,20-03-2013,2013,3,March,Q1,Mar-2013,3,Wednesday,FM-12,FQ-4
20130321,21-03-2013,2013,3,March,Q1,Mar-2013,4,Thursday,FM-12,FQ-4
20130322,22-03-2013,2013,3,March,Q1,Mar-2013,5,Friday,FM-12,FQ-4
20130323,23-03-2013,2013,3,March,Q1,Mar-2013,6,Saturday,FM-12,FQ-4
20130324,24-03-2013,2013,3,March,Q1,Mar-2013,7,Sunday,FM-12,FQ-4
20130325,25-03-2013,2013,3,March,Q1,Mar-2013,1,Monday,FM-12,FQ-4
20130326,26-03-2013,2013,3,March,Q1,Mar-2013,2,Tuesday,FM-12,FQ-4
20130327,27-03-2013,2013,3,March,Q1,Mar-2013,3,Wednesday,FM-12,FQ-4
20130328,28-03-2013,2013,3,March,Q1,Mar-2013,4,Thursday,FM-12,FQ-4
20130329,29-03-2013,2013,3,March,Q1,Mar-2013,5,Friday,FM-12,FQ-4
20130330,30-03-2013,2013,3,March,Q1,Mar-2013,6,Saturday,FM-12,FQ-4
20130331,31-03-2013,2013,3,March,Q1,Mar-2013,7,Sunday,FM-12,FQ-4
20130401,01-04-2013,2013,4,April,Q2,Apr-2013,1,Monday,FM-1,FQ-1
20130402,02-04-2013,2013,4,April,Q2,Apr-2013,2,Tuesday,FM-1,FQ-1
20130403,03-04-2013,2013,4,April,Q2,Apr-2013,3,Wednesday,FM-1,FQ-1
20130404,04-04-2013,2013,4,April,Q2,Apr-2013,4,Thursday,FM-1,FQ-1
20130405,05-04-2013,2013,4,April,Q2,Apr-2013,5,Friday,FM-1,FQ-1
20130406,06-04-2013,2013,4,April,Q2,Apr-2013,6,Saturday,FM-1,FQ-1
20130407,07-04-2013,2013,4,April,Q2,Apr-2013,7,Sunday,FM-1,FQ-1
20130408,08-04-2013,2013,4,April,Q2,Apr-2013,1,Monday,FM-1,FQ-1
20130409,09-04-2013,2013,4,April,Q2,Apr-2013,2,Tuesday,FM-1,FQ-1
20130410,10-04-2013,2013,4,April,Q2,Apr-2013,3,Wednesday,FM-1,FQ-1
